postalcode,Cases,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue id
10001,390,40.72982535,-73.96075198,Acme Smoked Fish,40.72542162,-73.95675991,Fish Market,4abccc3cf964a520598720e3
10001,390,40.72982535,-73.96075198,IncrediPole,40.73183806,-73.9550689,Gymnastics Gym,55bd4edb498eb4327b4dc78d
10001,390,40.72982535,-73.96075198,Eagle Trading Co.,40.734954,-73.95824,Café,50d766e1e4b07ec183f48e39
10001,390,40.72982535,-73.96075198,Pop's Popular Clothing,40.725492,-73.957803,Clothing Store,4b7eebc6f964a5208d0930e3
10001,390,40.72982535,-73.96075198,3 Roots,40.73195817,-73.95792042,Juice Bar,51315bace4b0feed248b7731
10001,390,40.72982535,-73.96075198,Friducha,40.731512,-73.954281,Mexican Restaurant,5a2b5dbdc0af5755f9b41a7a
10001,390,40.72982535,-73.96075198,Chiko,40.731871,-73.954369,Sushi Restaurant,5b809669b9a5a8002c0c871b
10001,390,40.72982535,-73.96075198,Sunshine Laundry & Pinball Emporium,40.72931781,-73.95356375,Laundry Service,4c018f2e716bc9b6c319bc55
10001,390,40.72982535,-73.96075198,Temkin’s,40.73038928,-73.95355367,Bar,5d9faf34fcce7a0007364a4d
10001,390,40.72982535,-73.96075198,Sama Street,40.732702,-73.954613,Cocktail Bar,5c9ab40cb6eedb002c6b7030
10001,390,40.72982535,-73.96075198,The Garden,40.73075955,-73.95450192,Grocery Store,49c2b82ef964a5201e561fe3
10001,390,40.72982535,-73.96075198,Davey’s Ice Cream,40.72657737,-73.95430528,Ice Cream Shop,59e63235f1fdaf746d090d16
10001,390,40.72982535,-73.96075198,Cafe Riviera,40.72851371,-73.95347726,Café,4a6b3156f964a52025ce1fe3
10001,390,40.72982535,-73.96075198,Fornino,40.72895139,-73.95386182,Pizza Place,519bdb24abd81726b7a90ede
10001,390,40.72982535,-73.96075198,Esme,40.73313714,-73.9548128,New American Restaurant,54024ec9498e9e7e7e9ecf59
10001,390,40.72982535,-73.96075198,Sweetleaf,40.73443114,-73.95542611,Coffee Shop,55cf6244498e24c4ebe3ae0b
10001,390,40.72982535,-73.96075198,Vamos Al Tequila,40.73071544,-73.95771407,Mexican Restaurant,4be9d4284f5576b08311b396
10001,390,40.72982535,-73.96075198,odd fox,40.73267269,-73.95454999,Coffee Shop,58b6e16ffc73d40233da9715
10001,390,40.72982535,-73.96075198,The Brew Inn,40.731031,-73.954191,Gastropub,5285412911d2a3e51484ff56
10001,390,40.72982535,-73.96075198,God Bless USA Deli,40.72826718,-73.95338411,Deli / Bodega,4a9df1f7f964a520e03920e3
10001,390,40.72982535,-73.96075198,Troost,40.7334959,-73.95492785,Cocktail Bar,4e35d04162e17d2908384c6f
10001,390,40.72982535,-73.96075198,Jungle Cafe,40.730201,-73.954761,Vegetarian / Vegan Restaurant,53dd1ead498e9ef3f539fb4e
10001,390,40.72982535,-73.96075198,Eastern District,40.73470401,-73.95501804,Food & Drink Shop,4c64630b60a8b713ce153cde
10001,390,40.72982535,-73.96075198,Master Piece Vape & Smoke Shop,40.73226734,-73.95478366,Vape Store,535c5a05498ef2eaac201734
10001,390,40.72982535,-73.96075198,Peter Pan Donut & Pastry Shop,40.726102,-73.952252,Donut Shop,45ed04d8f964a520a9431fe3
10001,390,40.72982535,-73.96075198,Franklin Guest House,40.73304874,-73.95806239,Hotel,5748f138498e27b0cc08e6f5
10001,390,40.72982535,-73.96075198,Brooklyn Whiskers,40.73331412,-73.95479141,Bakery,59c68c0c4382ab16da7cf734
10001,390,40.72982535,-73.96075198,Lobster Joint,40.73541421,-73.9551754,Seafood Restaurant,4ddee2ad45ddb8771607c322
10001,390,40.72982535,-73.96075198,Dobbin Street Vintage Co-op,40.72474,-73.95420038,Thrift / Vintage Store,56ca39dacd102015a78aab8a
10001,390,40.72982535,-73.96075198,Capri Social Club,40.72779229,-73.95421298,Bar,49e7a1d2f964a520ee641fe3
10001,390,40.72982535,-73.96075198,Usha Veda Yoga,40.73630222,-73.9552558,Yoga Studio,4be738c8bcef2d7fe10606e5
10001,390,40.72982535,-73.96075198,Bushwick Inlet Park,40.72195565,-73.96133357,Park,4b9e4371f964a520ddd536e3
10001,390,40.72982535,-73.96075198,Polka Dot,40.72607235,-73.95210119,Polish Restaurant,564df7a6498e7b03a1b5e113
10001,390,40.72982535,-73.96075198,Winter Brooklyn Flea + Smorgasburg,40.722857,-73.957756,Flea Market,5dbf2db3868bba0008b07cb1
10001,390,40.72982535,-73.96075198,Getaway,40.733705,-73.955189,Bar,5cb12982d905160025a301f5
10001,390,40.72982535,-73.96075198,Good Room,40.72693016,-73.95297436,Nightclub,544a69cc498eb751fc6d3573
10001,390,40.72982535,-73.96075198,Bagel Point,40.725492,-73.951909,Bagel Shop,5d20c5eebf5e0e0027280006
10001,390,40.72982535,-73.96075198,Rule Of Thirds,40.724699,-73.955177,Japanese Restaurant,5e4c841b1485b40007d77e6e
10001,390,40.72982535,-73.96075198,Upright Coffee,40.729332,-73.95389152,Coffee Shop,4d8f7d48d265236a02c72117
10001,390,40.72982535,-73.96075198,The William Vale Hotel,40.72230049,-73.95672211,Hotel,56f32b83cd1058e40988b7e4
10001,390,40.72982535,-73.96075198,Le Crocodile,40.721778,-73.958043,French Restaurant,5db241e86a808900075f6e61
10001,390,40.72982535,-73.96075198,Newtown Barge Park,40.73565702,-73.96008762,Park,4b12cb21f964a520468e23e3
10001,390,40.72982535,-73.96075198,East River State Park,40.72150208,-73.9621067,State / Provincial Park,4c423c5bcc410f475783ac61
10001,390,40.72982535,-73.96075198,The Lot Radio,40.72285424,-73.95416418,Coffee Shop,56aead1c498e547fb2a6ea4d
10001,390,40.72982535,-73.96075198,East River State Park Beach,40.72180575,-73.96301996,Beach,51aa42be454ad047dd913b7b
10001,390,40.72982535,-73.96075198,Upstate Stock,40.72247803,-73.95510552,Clothing Store,56e5711e498eb3d19c9342a3
10001,390,40.72982535,-73.96075198,Sakura 6,40.72880446,-73.95368299,Sushi Restaurant,49d798e9f964a520395d1fe3
10001,390,40.72982535,-73.96075198,Wythe Hotel,40.72188727,-73.95799353,Hotel,4e760aa5b61c22c638709910
10001,390,40.72982535,-73.96075198,Saint Vitus Bar,40.73670755,-73.95510587,Bar,4d90ef861716a1430e6d6df7
10001,390,40.72982535,-73.96075198,Brooklyn Bowl,40.72196901,-73.95753288,Bowling Alley,4a1afeb7f964a520b77a1fe3
10002,1102,24.7302791,121.7631149,積木博物館,24.73195859,121.763837,Art Museum,56c6d54a498e2f0552a33a83
10002,1102,24.7302791,121.7631149,宜蘭縣史館,24.73112,121.762263,History Museum,5156a1bee4b03fe71785a55c
10002,1102,24.7302791,121.7631149,全家 018047 宜蘭縣府店,24.730359,121.765438,Convenience Store,5dfc8d3cce30540007217bd7
10002,1102,24.7302791,121.7631149,煙波大飯店宜蘭館,24.725648,121.762082,Hotel,5c680c61603d2a003993f962
10002,1102,24.7302791,121.7631149,Tavola pizza,24.72663105,121.7590517,Italian Restaurant,53102144498e444e2ae301c7
10003,473,39.4663231,-6.3681342,Las Claras,39.47171611,-6.371951437,Bar,4d02a26a30a58cfadd1e93e7
10003,473,39.4663231,-6.3681342,Mastropiero Gastrobar y Jardín,39.471431,-6.372605707,Gastropub,4f99acb5e4b0e8ce0205abf7
10003,473,39.4663231,-6.3681342,Restaurante Atrio,39.47305304,-6.371420497,Spanish Restaurant,4e07842562e100e581706de0
10003,473,39.4663231,-6.3681342,Puerta de Mérida,39.47218696,-6.371774739,Tapas Restaurant,4e220799628469a5741c6be8
10003,473,39.4663231,-6.3681342,Las caballerizas,39.47155171,-6.373083458,Bar,4bf6e7bcb182c9b663bb745a
10003,473,39.4663231,-6.3681342,Hotel Parador de Cáceres,39.47261396,-6.37180165,Hotel,4db046f94df03036e8b8c69e
10003,473,39.4663231,-6.3681342,Perhaps,39.47207033,-6.375214387,Gastropub,54f0e942498ef860b7313475
10003,473,39.4663231,-6.3681342,El Corral de las Cigüeñas,39.47420817,-6.37099924,Pub,4bbfc28f4cdfc9b6c9e09121
10003,473,39.4663231,-6.3681342,Hotel Atrio,39.47310806,-6.371472205,Hotel,4da4877b15ad530c2488a252
10003,473,39.4663231,-6.3681342,Plaza De San Mateo,39.47302921,-6.371038851,Plaza,4bbb1eaa1261d13a8e44eb98
10003,473,39.4663231,-6.3681342,Hotel NH Collection Cáceres Palacio de Oquendo,39.47356781,-6.372838798,Hotel,4cfea0102d80a143f3d25dd8
10003,473,39.4663231,-6.3681342,Plaza de San Jorge,39.47380955,-6.370226088,Plaza,4ca766a69f4776b040169913
10003,473,39.4663231,-6.3681342,María Mandiles,39.47271948,-6.373471699,Pub,4b6e9a82f964a520adc32ce3
10003,473,39.4663231,-6.3681342,Ciudad Monumental Cáceres,39.47488315,-6.371358578,Historic Site,4e19f664c65b6bfb591d6457
10003,473,39.4663231,-6.3681342,La Habana Bar,39.47228297,-6.373340168,Art Gallery,4cd6f262ab19a0934bb947eb
10003,473,39.4663231,-6.3681342,El Globo,39.46237736,-6.367814768,Bar,4cd05fa148b83704b623f2de
10003,473,39.4663231,-6.3681342,Plaza de San Juan,39.47361003,-6.373680947,Plaza,4cc34d5582388cfaa4076735
10003,473,39.4663231,-6.3681342,Pizzeria Chiao Chiao,39.46057283,-6.376491538,Pizza Place,4d1b84b11cb9a1438354a62b
10003,473,39.4663231,-6.3681342,Arco de la Estrella,39.47481525,-6.371011792,Historic Site,4dd9573f52b1a5c6447b303d
10003,473,39.4663231,-6.3681342,La Tahona,39.47380984,-6.374227272,Spanish Restaurant,4cd2c08ff4bfb1f77999372f
10003,473,39.4663231,-6.3681342,Mecanorba Apple Premium Reseller,39.47089449,-6.377968682,Electronics Store,5156af51e4b0a9d4c1811aa2
10003,473,39.4663231,-6.3681342,Gran Teatro de Cáceres,39.47320901,-6.375529544,Theater,4cda6bccd5495481fbf235b2
10003,473,39.4663231,-6.3681342,Meson san juan,39.47376831,-6.372810827,Spanish Restaurant,4b5a0f16f964a5209daa28e3
10003,473,39.4663231,-6.3681342,MonteBianco,39.4734648,-6.374019165,Ice Cream Shop,4cfd4537c671721e59facc18
10003,473,39.4663231,-6.3681342,Museo De Cáceres,39.47296674,-6.370563941,History Museum,4cbf312700d837043371425c
10003,473,39.4663231,-6.3681342,Chocolat's,39.47417252,-6.37247722,Café,4ce0222caba88cfaa55c4dd7
10003,473,39.4663231,-6.3681342,La Traviata,39.47266449,-6.373645108,Other Nightlife,4d6abebf2eaba35dd37a2e0d
10003,473,39.4663231,-6.3681342,Tapería Calenda,39.4722537,-6.372455017,Restaurant,515050d0e4b0ac521b7e8574
10003,473,39.4663231,-6.3681342,Maestro Piero,39.471442,-6.372691,Pub,4faecde1e4b08159080746df
10003,473,39.4663231,-6.3681342,Bouquet Tapería Restaurante,39.47424598,-6.371882422,Spanish Restaurant,514f6ccb7ab4081c4304cf11
10003,473,39.4663231,-6.3681342,Los Siete Jardines,39.47329421,-6.369348568,Tapas Restaurant,52990faf498ea4824c4d1051
10003,473,39.4663231,-6.3681342,La Cacharrería Taperia Restaurante,39.47371913,-6.371251308,Food,4e58010bd4c0fccb89b1eac8
10003,473,39.4663231,-6.3681342,El Figón de Eustaquio,39.47373495,-6.373110349,Spanish Restaurant,4b9f59e6f964a520ed1d37e3
10003,473,39.4663231,-6.3681342,Centro de Artes Visuales Helga de Alvear,39.47212415,-6.373265667,Art Gallery,4da578d66a23904516cb5569
10003,473,39.4663231,-6.3681342,Foster's Hollywood,39.46972567,-6.376647667,American Restaurant,4cb21371ef1b3704fd764800
10003,473,39.4663231,-6.3681342,La Tagliatella,39.469997,-6.374468,Italian Restaurant,56853cfd498ece24ae3940dd
10003,473,39.4663231,-6.3681342,Jardín de Ulloa,39.47377396,-6.370114326,Bar,54b4e311498ed34f846c9e30
10003,473,39.4663231,-6.3681342,Tapería Yuste,39.47351589,-6.373052264,Tapas Restaurant,4e56989245dd92275e4f807b
10003,473,39.4663231,-6.3681342,Cafe-bar Ornella,39.4613807,-6.369212523,Café,4dc39b8dd4c0ad9c0f5a0636
10003,473,39.4663231,-6.3681342,El Paladar De Felisa,39.47263564,-6.373628617,Spanish Restaurant,4c211f8b99282d7f0c1b65b0
10003,473,39.4663231,-6.3681342,Paseo de Cánovas,39.47062205,-6.377949715,Other Great Outdoors,4b890f5df964a520881a32e3
10003,473,39.4663231,-6.3681342,Valor,39.47066735,-6.378286502,Coffee Shop,50290f75e4b08c739c8dc89a
10003,473,39.4663231,-6.3681342,El 13 de San Antón,39.4732487,-6.374933768,Restaurant,56508a14498eb5b68e1a6bc2
10003,473,39.4663231,-6.3681342,Kiosko Colon,39.47262962,-6.376359921,Café,4bbf0c0a98f495216a00d263
10003,473,39.4663231,-6.3681342,La Taperia,39.47425475,-6.37249676,Tapas Restaurant,4d794684f87b236a0c672d1f
10003,473,39.4663231,-6.3681342,Barrio de Moctezuma,39.46314616,-6.378555934,Park,4dc0673d4b2221ec2d70316c
10003,473,39.4663231,-6.3681342,Restaurante Centro,39.473619,-6.373654,Tapas Restaurant,51a08d3b498ea34bd84abbcc
10003,473,39.4663231,-6.3681342,La Bodeguilla,39.46850172,-6.37849316,Bar,4c9b937bb8e9224b98d3573d
10003,473,39.4663231,-6.3681342,Zeppelin,39.47133311,-6.376449292,Bar,4bcc988f3740b713974d6465
10003,473,39.4663231,-6.3681342,Meson Jose Luis,39.46091874,-6.368277219,Coffee Shop,4e6bb069483bf2d9e6c2ab05
10003,473,39.4663231,-6.3681342,Ciudad Deportiva de Cáceres,39.46502018,-6.370662271,Football Stadium,4dc91325c65baa09435c0251
10003,473,39.4663231,-6.3681342,La Casa del Poeta,39.466014,-6.375385,Café,4c6d114665eda093867e4dd0
10003,473,39.4663231,-6.3681342,Sal y Pimienta,39.4629497,-6.378275656,Beer Garden,4defdaa2887754a6af9d803e
10003,473,39.4663231,-6.3681342,Cervecería Restaurante Manómetro,39.47136241,-6.377742648,Bar,4c4f26dfd667d13ad0259ba1
10003,473,39.4663231,-6.3681342,Farmacia Moctezuma 24h,39.4654119,-6.378851,Pharmacy,4daef7a10cb65a8b0d24fc99
10003,473,39.4663231,-6.3681342,La Fakultad,39.46573835,-6.37890413,Bar,4c2d0e60e116e21e7aef8d60
10004,32,24.8267,121.0128333,十一街麵食館,24.83140258,121.0107135,Chinese Restaurant,4dbb87d00cb691071c8d589b
10004,32,24.8267,121.0128333,彼刻義式餐酒館 Piccola Enoteca,24.83021503,121.0085049,Italian Restaurant,50ed5e4ae4b071057be0c95d
10004,32,24.8267,121.0128333,尊煌餐館,24.823882,121.010986,Hakka Restaurant,514e805ce4b022f34706cdfe
10004,32,24.8267,121.0128333,Starbucks (星巴克 竹北門市),24.83094954,121.0125769,Coffee Shop,4cba72b576ad9c749f84e6cb
10004,32,24.8267,121.0128333,家樂福,24.82690734,121.0094368,Shopping Mall,4d5f522f1ee8721ede679d21
10004,32,24.8267,121.0128333,Magic Touch,24.82641506,121.0106153,Sushi Restaurant,50d1a2f4e4b0a239c5a4135c
10004,32,24.8267,121.0128333,鼎王麻辣鍋,24.82993812,121.0176874,Hotpot Restaurant,50dd55ffe4b0367e67c92431
10004,32,24.8267,121.0128333,博多一幸舍,24.8334582,121.0192018,Noodle House,523300ff11d2953fc112fea2
10004,32,24.8267,121.0128333,芝麻柚子,24.830744,121.01541,Japanese Restaurant,4bfa5f675ec320a1e77e8bd3
10004,32,24.8267,121.0128333,富老爹麵食館,24.8269855,121.0102736,Chinese Restaurant,4d54b36c96ed5481fbd70070
10004,32,24.8267,121.0128333,易鼎活蝦,24.82686363,121.0098256,Seafood Restaurant,4d663107c8dbec4a693deccc
10004,32,24.8267,121.0128333,竹北福勝亭,24.82709646,121.0098256,Japanese Restaurant,4db2b88bfa8c350240bba55f
10004,32,24.8267,121.0128333,韓國館korea,24.82773589,121.009372,Korean Restaurant,4eabd6d8cc217eb08eeb7430
10004,32,24.8267,121.0128333,老四川麻辣鍋,24.82566592,121.0090752,Hotpot Restaurant,4ccb980caa25a35dcc420f0f
10004,32,24.8267,121.0128333,居食屋 和民,24.8304108,121.0156722,Japanese Restaurant,4d2ee2595d4ca1cd65ee1b1b
10004,32,24.8267,121.0128333,家竹亭竹北店,24.82981633,121.0175191,Japanese Restaurant,4d2bd987068e8cfa77ffe64c
10004,32,24.8267,121.0128333,原燒,24.83007191,121.0174191,BBQ Joint,4bf76e655317a593672afe7e
10004,32,24.8267,121.0128333,新橋燒肉屋,24.83164835,121.0104814,BBQ Joint,4bb820061261d13acc63e898
10004,32,24.8267,121.0128333,樂陽食堂,24.830256,121.008352,Japanese Restaurant,52bea6af498e018930f800cb
10004,32,24.8267,121.0128333,乾杯燒肉,24.82992824,121.0177051,BBQ Joint,4e009678483bd352f71e9a9f
10004,32,24.8267,121.0128333,舒果,24.82981927,121.0178283,Vegetarian / Vegan Restaurant,4e684bc052b128a09ead5cc6
10004,32,24.8267,121.0128333,文化城牛肉麵,24.831822,121.0100737,Noodle House,4c3155f37cc0c9b69abeee9a
10004,32,24.8267,121.0128333,火雞肉飯,24.832276,121.008905,Taiwanese Restaurant,51299894e4b044f60c38b94f
10004,32,24.8267,121.0128333,新竹縣立第二運動場,24.8232205,121.0200178,Athletics & Sports,4f0faad6e4b07e9ec8a4defb
10005,67,24.5647667,120.8205167,TRA Miaoli Station (臺鐵苗栗車站),24.56960894,120.8222144,Train Station,4baefdf2f964a520c1e53be3
10005,67,24.5647667,120.8205167,英才觀光夜市,24.56956473,120.8207561,Market,4f57373ee4b0f5ca241c5cd6
10005,67,24.5647667,120.8205167,王府大飯店 Wang-Fu Hotel,24.5697051,120.8227192,Hotel,4ca56f98b7106dcb1cc954a5
10005,67,24.5647667,120.8205167,老家,24.55781326,120.8217657,Café,52f07df3498e5cf15edb2db1
10005,67,24.5647667,120.8205167,貓狸山公園,24.55609675,120.8198306,Park,4e770c69b0fb968033e28e48
10005,67,24.5647667,120.8205167,家樂福 Carrefour,24.57335507,120.8178506,Grocery Store,4bf5086ad2fbef3b87dfa4c5
10006,29,40.7065125,-74.0144175,Rouge Tomate Cart,40.70739001,-74.01434472,Food Truck,4e0e02c28877936cb4011891
10006,29,40.7065125,-74.0144175,Physique 57,40.70684368,-74.01301425,Gym / Fitness Center,568dd8f0498e49b9d660021b
10006,29,40.7065125,-74.0144175,Greenwich St Jewelers,40.70800437,-74.01280055,Jewelry Store,4a983596f964a520fd2a20e3
10006,29,40.7065125,-74.0144175,9/11 Tribute Museum,40.70799509,-74.01370126,Museum,593ff60bdd12f81d39923b41
10006,29,40.7065125,-74.0144175,One Medical,40.706204,-74.011712,Doctor's Office,4df76e40d1642d7385a67e45
10006,29,40.7065125,-74.0144175,South Cove Park,40.70729264,-74.01822309,Plaza,4b8448bbf964a520672c31e3
10006,29,40.7065125,-74.0144175,Battery Park Dog Run,40.70735208,-74.01615135,Dog Run,4ba65f32f964a520614b39e3
10006,29,40.7065125,-74.0144175,Petropolis,40.7079952,-74.0143571,Pet Store,4ae32550f964a520ec9021e3
10006,29,40.7065125,-74.0144175,Fearless Girl,40.706772,-74.010963,Monument / Landmark,58c15cad4287c9455ad33fc8
10006,29,40.7065125,-74.0144175,"Robert F. Wagner, Jr. Park",40.7052549,-74.01843602,Park,4bd9d7af3f01c9b63c5b53a5
10006,29,40.7065125,-74.0144175,Bluestone Lane,40.70626843,-74.01168734,Café,524aeb0111d2ae4d1b1eea62
10006,29,40.7065125,-74.0144175,Battery Park,40.70321689,-74.01579541,Park,42daf100f964a52035261fe3
10006,29,40.7065125,-74.0144175,Inatteso Pizzabar Casano,40.70588565,-74.01666052,Pizza Place,4ba414ddf964a520717f38e3
10006,29,40.7065125,-74.0144175,Equinox Wall Street,40.70727327,-74.01054312,Gym,4a2f3322f964a520b6981fe3
10006,29,40.7065125,-74.0144175,The Setai Spa Wall Street,40.70613076,-74.01141966,Spa,4c56dc7ab7a31b8dbedd4eda
10006,29,40.7065125,-74.0144175,Luke's Lobster,40.704488,-74.010915,Seafood Restaurant,4db739d841592dd82ee2b3dd
10006,29,40.7065125,-74.0144175,Champs Gourmet Deli,40.70647021,-74.01155867,Deli / Bodega,4b61faa6f964a520af2e2ae3
10006,29,40.7065125,-74.0144175,Hudson River Promenade,40.707027,-74.018885,Scenic Lookout,4cc4388f806246881b0b352f
10006,29,40.7065125,-74.0144175,Liberty Park,40.71038392,-74.01386845,Park,576c2212498e72c8c38f1ddd
10006,29,40.7065125,-74.0144175,The Wagner,40.70550635,-74.01741802,Hotel,5abd9cd7a35dce29f4a36347
10006,29,40.7065125,-74.0144175,Inatteso Cafe Casano,40.70633503,-74.01645726,Café,4c07ce55a9c076b0da733923
10006,29,40.7065125,-74.0144175,Gigino at Wagner Park,40.70498427,-74.01832737,Italian Restaurant,4b4f88adf964a5204c0a27e3
10006,29,40.7065125,-74.0144175,Eataly Downtown,40.710075,-74.011976,Gourmet Shop,579c12cd498e6e815b3acf50
10006,29,40.7065125,-74.0144175,Neapolitan Express,40.7069083,-74.0096853,Pizza Place,552572df498e2692b4103b57
10006,29,40.7065125,-74.0144175,Bowling Green,40.70455599,-74.01353117,Park,3fd66200f964a520d9f11ee3
10006,29,40.7065125,-74.0144175,Delmonico's,40.70515286,-74.01055116,Steakhouse,3fd66200f964a520e6e81ee3
10006,29,40.7065125,-74.0144175,Museum of Jewish Heritage,40.70592152,-74.01799697,History Museum,49d4bb1bf964a5204b5c1fe3
